# Level populations from Python
# Level data for Helium 1 is taken from Topbase, see he_top_levels.txt
# 
# Column 1: Level, Column 2: Fractional Population, Column 3: Departure coefficients
# Cell Radiation field t_r 4.3482e+04 w 9.6511e-05
# Cell Physical t_e 3.0600e+04 ne 5.9638e+04
#
# questions: jm8g08@soton.ac.uk
1 1.4753e-12 1.5375e-12
2 2.6755e-15 1.5389e-12
3 2.6752e-15 6.3114e-12
4 2.3451e-18 6.9413e-16
5 1.6030e-18 1.5675e-15
6 4.2318e-20 7.3038e-17
7 1.7988e-19 1.0085e-15
8 5.3130e-19 3.4109e-16
9 5.5761e-21 2.2022e-18
10 7.2551e-21 8.5971e-18
11 9.6625e-19 1.9184e-15
12 1.1279e-20 2.7132e-17
13 6.3693e-20 4.7433e-16
14 3.3426e-19 2.7988e-16
15 5.6262e-21 2.8566e-18
16 9.6567e-21 1.4710e-17
17 8.0135e-19 2.0393e-15
18 4.9459e-21 1.3732e-17
19 3.1998e-20 2.7067e-16
20 2.6262e-19 2.4829e-16
21 4.9465e-21 2.8212e-18
22 9.7721e-21 1.6721e-17
23 7.3423e-19 2.0964e-15
24 2.6378e-21 7.8916e-18
25 1.8213e-20 1.6490e-16
26 2.2868e-19 2.3082e-16
27 8.8400e-21 1.6112e-17
28 4.0744e-21 2.4753e-18
29 6.9957e-19 2.1266e-15
30 1.5296e-21 4.7811e-18
31 1.0624e-20 1.0016e-16
32 2.1010e-19 2.2055e-16
33 7.3038e-21 1.3828e-17
34 3.1717e-21 2.0017e-18
35 6.7890e-19 2.1433e-15
36 9.1977e-22 2.9563e-18
37 5.8649e-21 5.6755e-17
38 1.9810e-19 2.1330e-16
39 2.2584e-21 1.4609e-18
40 5.3926e-21 1.0465e-17
41 6.6662e-19 2.1569e-15
42 5.6584e-22 1.8533e-18
43 2.6561e-21 2.6163e-17
44 1.9011e-19 2.0828e-16
45 3.1945e-21 6.3055e-18
46 1.3171e-21 8.6661e-19
47 6.5741e-19 2.1631e-15
48 3.9300e-22 1.3044e-18
49 6.6582e-22 6.6420e-18
50 1.8472e-19 2.0488e-16
51 2.8993e-22 1.9307e-19
52 7.3645e-22 1.4714e-18
53 6.5091e-19 2.1678e-15
